tenure_years,engagement_score,workload_index,manager_changes_12m,promotion_last_2y,remote_status,job_level,attrition_12m
2.54,64.5,43.9,1,0,Hybrid,IC2,0
4.29,74.8,74.2,0,0,Remote,IC3,0
4.51,52.9,72.6,1,1,Remote,Manager,1
0.28,45.2,57.1,0,1,Hybrid,IC2,0
3.32,63.1,53.1,0,0,Hybrid,IC1,0
7.44,78.7,56.0,0,0,Onsite,IC3,0
2.2,91.6,56.1,2,0,Remote,IC1,0
2.15,78.9,56.6,0,0,Remote,IC1,0
6.58,47.4,54.6,1,0,Hybrid,IC1,0
5.88,64.7,62.5,0,0,Hybrid,Manager,0
1.43,71.6,71.6,2,0,Onsite,IC1,0
5.48,70.5,35.9,0,0,Onsite,IC2,0
1.73,75.6,39.1,0,0,Hybrid,IC2,0
2.13,55.2,26.5,2,1,Onsite,IC3,0
1.42,68.9,73.6,0,1,Remote,IC2,0
1.05,73.9,62.5,1,0,Hybrid,IC3,0
3.62,79.6,67.1,0,0,Onsite,IC3,0
0.89,56.7,32.3,1,0,Hybrid,IC2,0
3.74,63.2,90.1,0,0,Onsite,IC2,0
3.65,30.1,47.0,0,0,Remote,IC3,0
2.95,59.3,61.0,1,1,Remote,IC3,0
2.29,60.7,73.4,2,0,Hybrid,IC2,1
1.93,53.7,40.2,1,0,Onsite,IC2,0
1.26,70.3,48.2,0,1,Hybrid,IC1,0
8.63,67.2,61.2,2,0,Onsite,IC1,0
2.85,36.4,100.0,0,0,Remote,IC1,0
2.78,71.0,63.4,0,0,Hybrid,IC1,0
1.49,55.0,86.9,1,0,Hybrid,IC1,1
8.03,74.8,79.7,1,0,Remote,IC3,0
2.04,50.1,64.6,2,0,Hybrid,IC3,0
4.0,68.4,40.2,0,0,Hybrid,IC3,0
4.58,64.0,77.1,1,0,Hybrid,IC3,0
3.63,72.2,31.0,0,0,Remote,IC3,0
0.87,69.7,86.8,1,0,Remote,IC1,0
5.32,64.4,61.6,1,1,Onsite,IC3,0
2.02,46.5,10.3,0,0,Hybrid,IC2,0
5.84,47.3,51.9,1,0,Onsite,IC2,0
3.16,59.8,69.8,0,1,Hybrid,Manager,0
4.78,67.9,53.7,2,0,Onsite,IC3,0
7.68,59.5,70.9,1,0,Remote,IC1,0
5.18,76.8,42.7,0,1,Hybrid,IC3,0
4.86,64.1,34.5,2,0,Hybrid,IC1,0
5.49,54.5,56.7,0,0,Remote,IC1,0
1.67,64.1,58.6,0,0,Remote,IC1,0
6.01,71.2,51.7,0,0,Hybrid,IC1,0
2.68,72.5,80.1,2,1,Onsite,IC3,0
2.75,94.3,42.7,0,0,Hybrid,IC2,0
3.54,58.6,63.6,0,0,Remote,IC1,0
2.48,67.0,59.2,0,0,Onsite,Manager,0
1.38,74.0,30.0,1,0,Remote,IC2,0
3.34,67.7,34.3,0,0,Remote,IC2,0
2.76,61.0,58.2,2,0,Onsite,IC2,0
2.68,46.3,93.7,0,0,Onsite,IC2,1
3.09,60.8,68.4,0,0,Onsite,IC2,0
0.32,53.0,26.9,0,0,Onsite,IC3,1
2.7,43.8,2.0,1,0,Hybrid,Manager,0
8.32,56.9,71.2,0,0,Hybrid,IC2,0
7.89,53.3,56.3,0,0,Hybrid,IC2,0
3.43,76.2,78.5,1,0,Onsite,IC1,0
3.34,76.4,42.1,1,0,Onsite,IC3,0
0.22,55.3,64.3,3,0,Hybrid,IC2,0
2.12,64.4,73.2,0,0,Hybrid,IC2,0
5.45,42.0,49.9,0,0,Hybrid,Manager,0
2.44,61.1,50.3,0,1,Hybrid,IC2,0
6.76,73.6,58.5,0,0,Onsite,IC1,0
6.49,79.5,67.8,0,0,Remote,IC2,0
2.08,58.0,57.7,0,0,Hybrid,IC2,1
3.63,82.7,75.5,0,0,Onsite,Manager,0
8.77,46.8,49.7,0,0,Hybrid,IC2,0
0.85,50.5,34.1,0,0,Hybrid,IC1,0
2.48,77.9,93.6,1,0,Hybrid,IC2,0
0.76,91.4,47.1,1,1,Remote,IC2,0
1.57,74.9,47.8,2,0,Remote,IC1,1
10.49,67.4,56.8,1,0,Remote,IC3,0
2.48,37.3,59.2,1,0,Remote,IC1,0
0.44,39.7,51.0,0,0,Remote,Manager,1
1.36,69.8,57.7,1,1,Hybrid,IC3,0
0.67,63.0,57.3,0,1,Remote,IC1,0
3.73,52.5,61.1,0,0,Onsite,IC3,0
4.53,68.9,15.6,0,0,Remote,IC3,0
6.06,69.6,91.9,0,0,Hybrid,IC3,0
5.25,81.2,55.3,1,0,Onsite,IC2,0
0.89,69.9,68.5,0,0,Remote,IC1,0
4.37,85.2,33.2,1,0,Hybrid,IC1,0
2.98,68.1,49.5,0,0,Onsite,IC3,0
6.67,66.4,45.9,2,0,Hybrid,IC1,1
5.67,82.9,84.5,0,0,Remote,IC2,0
11.39,54.3,47.5,2,0,Hybrid,IC2,0
1.47,100.0,71.6,0,0,Hybrid,IC1,0
1.28,73.3,46.3,0,1,Hybrid,IC3,0
2.23,73.3,49.9,2,0,Remote,IC3,0
3.08,75.4,53.6,0,0,Remote,IC3,0
1.88,94.3,81.1,2,0,Onsite,IC1,0
1.54,79.1,24.0,1,0,Hybrid,IC2,0
4.16,45.5,34.3,0,0,Remote,IC3,0
2.22,87.6,22.9,1,0,Hybrid,IC2,0
1.81,63.2,38.4,2,0,Onsite,IC3,0
0.89,69.5,43.4,0,0,Remote,IC2,0
0.25,50.1,28.9,1,1,Remote,IC2,0
8.06,75.4,44.8,1,0,Hybrid,IC2,0
7.9,58.9,21.7,0,0,Hybrid,IC3,0
5.79,69.4,39.7,1,0,Hybrid,IC1,0
4.88,64.0,79.6,1,0,Onsite,IC3,0
2.06,95.0,65.3,0,1,Remote,IC2,0
5.02,95.8,61.4,2,1,Hybrid,IC1,0
1.19,68.7,39.9,0,0,Hybrid,IC3,0
3.56,68.9,30.4,0,0,Hybrid,IC2,0
1.68,62.8,37.5,1,0,Hybrid,IC1,0
5.03,83.5,57.2,1,0,Onsite,Manager,0
9.16,63.4,73.6,1,0,Hybrid,IC3,1
1.36,62.1,74.2,1,0,Hybrid,IC2,1
2.14,81.7,69.4,0,0,Remote,IC3,0
3.51,60.5,44.7,1,0,Hybrid,IC2,0
0.51,67.5,58.4,0,0,Hybrid,IC2,0
0.71,45.9,52.2,2,0,Hybrid,IC1,1
8.98,77.9,54.4,1,0,Remote,IC1,0
4.18,95.2,94.7,1,0,Onsite,IC2,0
1.96,78.1,26.3,0,1,Onsite,IC2,0
3.23,88.5,53.8,0,1,Onsite,IC3,0
2.24,56.2,79.8,0,0,Onsite,IC2,0
3.59,71.3,31.6,1,0,Remote,IC2,0
2.31,54.8,46.4,1,0,Hybrid,IC3,0
3.04,64.8,48.5,0,1,Hybrid,Manager,0
5.35,78.8,54.0,3,0,Onsite,IC2,0
5.11,69.4,29.3,0,0,Remote,Manager,0
8.65,48.2,68.7,1,0,Remote,IC3,0
4.39,49.6,70.0,0,0,Hybrid,IC1,0
3.39,48.7,67.2,2,0,Remote,IC2,0
9.51,74.9,42.3,0,1,Hybrid,IC1,0
2.8,96.9,59.6,1,1,Remote,IC3,0
0.28,87.1,41.8,1,0,Hybrid,IC2,0
5.84,41.5,52.0,0,0,Onsite,IC2,0
4.02,87.9,96.8,0,0,Hybrid,IC3,0
3.27,81.1,59.7,3,1,Remote,IC2,0
5.95,46.4,36.6,2,0,Remote,IC2,0
2.32,63.8,61.2,1,0,Remote,IC3,0
0.3,83.3,33.7,0,0,Remote,Manager,0
6.03,75.7,36.4,0,0,Hybrid,IC3,0
1.9,49.7,39.3,0,0,Hybrid,IC1,0
1.41,76.6,50.0,2,0,Remote,IC1,0
0.33,38.1,74.9,1,1,Remote,IC1,0
5.68,64.9,68.4,0,1,Onsite,IC2,0
0.15,83.9,67.4,0,1,Remote,IC1,0
7.64,68.3,38.2,0,0,Hybrid,Manager,0
2.51,61.0,48.3,0,0,Hybrid,IC3,0
5.87,80.5,62.9,0,0,Remote,IC2,0
4.49,81.6,46.7,0,0,Onsite,IC2,0
10.68,86.3,53.0,0,0,Remote,IC2,0
4.4,80.2,65.9,1,0,Hybrid,IC2,0
7.45,83.1,51.7,0,0,Hybrid,IC3,0
2.08,78.3,62.1,1,0,Onsite,IC1,0
0.71,71.7,86.7,1,0,Hybrid,IC3,0
6.51,69.3,54.9,1,0,Onsite,IC1,0
0.68,64.7,79.2,1,0,Hybrid,IC2,0
5.64,51.0,68.1,0,0,Hybrid,Manager,0
1.26,54.6,31.6,0,1,Hybrid,IC1,0
4.08,64.1,38.2,0,0,Hybrid,IC1,0
10.81,71.4,43.0,1,0,Hybrid,IC3,0
5.34,88.2,42.6,0,1,Remote,IC2,0
2.81,67.4,56.4,1,1,Remote,IC1,0
4.56,82.0,69.1,0,1,Hybrid,IC1,0
2.15,83.1,80.6,1,1,Remote,IC1,0
13.56,64.8,63.5,3,1,Hybrid,IC2,0
1.78,76.3,50.0,0,0,Remote,IC1,1
3.06,64.6,20.5,1,1,Hybrid,IC3,0
5.01,86.5,59.3,1,1,Hybrid,IC3,0
4.33,76.9,58.5,0,0,Hybrid,IC1,0
4.69,51.3,61.3,0,1,Hybrid,IC2,0
2.19,70.3,95.9,0,1,Remote,IC1,0
2.72,91.1,80.3,0,0,Remote,IC2,0
6.3,65.5,72.1,1,1,Hybrid,IC1,0
6.09,74.3,40.7,2,0,Onsite,IC3,0
4.4,75.6,48.8,1,0,Hybrid,IC2,0
8.08,53.5,56.3,0,0,Hybrid,IC2,0
6.48,75.1,44.0,0,0,Hybrid,IC3,0
5.97,48.5,67.0,2,1,Hybrid,IC3,0
0.67,59.2,64.4,1,1,Hybrid,IC2,0
4.37,83.1,38.4,1,0,Hybrid,IC1,0
3.81,73.0,79.5,1,1,Remote,Manager,0
8.77,63.7,59.8,2,0,Remote,IC2,0
2.93,74.3,26.9,1,1,Hybrid,IC3,0
3.58,67.2,57.1,1,0,Hybrid,IC3,0
1.24,68.2,63.1,1,0,Onsite,IC2,0
1.48,77.2,75.5,1,0,Hybrid,IC1,0
8.79,57.8,51.9,0,0,Remote,IC1,0
4.67,68.6,72.9,0,0,Onsite,IC2,0
10.82,63.6,61.4,1,0,Remote,IC2,0
2.88,45.8,34.3,1,0,Onsite,IC3,1
0.86,55.1,32.5,1,0,Remote,IC3,0
2.56,90.0,78.2,1,0,Hybrid,Manager,0
2.22,73.4,79.5,2,0,Hybrid,Manager,1
5.47,49.5,63.8,0,0,Hybrid,IC3,1
5.32,46.4,84.9,0,0,Remote,IC1,0
4.84,66.4,77.0,1,0,Remote,IC2,0
13.04,89.9,70.3,1,0,Hybrid,IC3,0
7.76,65.4,41.6,0,0,Hybrid,IC2,0
1.58,86.3,89.2,2,0,Onsite,IC1,0
6.62,72.9,67.7,2,1,Remote,IC2,0
3.41,74.6,51.1,1,0,Hybrid,IC2,0
2.82,49.3,46.0,1,1,Remote,IC2,1
8.42,81.1,62.6,0,1,Onsite,IC3,0
1.49,63.3,27.9,0,0,Onsite,IC2,0
6.32,80.1,70.6,1,0,Onsite,IC2,0
5.65,56.6,40.8,1,0,Onsite,IC2,0
1.46,70.5,64.7,0,0,Hybrid,IC2,0
0.64,72.9,48.6,1,0,Hybrid,IC1,0
3.12,65.8,53.2,0,0,Hybrid,IC2,0
7.15,73.7,44.4,1,1,Onsite,IC2,0
4.35,64.3,55.1,0,1,Hybrid,IC3,0
8.6,58.9,92.0,1,0,Hybrid,IC1,0
4.14,90.5,82.9,1,0,Onsite,Manager,0
8.98,82.7,64.4,0,0,Onsite,IC3,0
2.02,57.3,57.5,2,0,Onsite,IC2,1
4.83,76.0,73.2,1,1,Remote,IC2,0
2.41,57.6,78.3,4,0,Remote,IC2,1
3.05,51.4,43.1,1,0,Hybrid,IC3,0
3.57,82.5,56.6,1,0,Hybrid,IC3,0
4.34,44.1,25.2,0,0,Hybrid,IC3,0
1.79,81.0,78.2,0,0,Hybrid,Manager,0
4.67,64.5,95.2,0,0,Onsite,IC2,0
3.44,65.0,59.4,0,0,Remote,IC3,0
0.91,73.7,19.7,0,0,Hybrid,IC2,0
0.54,76.1,69.0,1,1,Onsite,IC3,0
7.16,56.4,41.7,2,0,Hybrid,IC2,0
2.93,78.0,46.1,0,0,Hybrid,IC3,0
0.81,69.6,69.3,2,0,Remote,IC1,0
9.96,50.4,62.6,2,0,Remote,IC1,0
5.01,65.6,49.2,1,1,Hybrid,IC2,0
4.26,87.3,46.3,1,0,Hybrid,Manager,0
1.65,91.5,60.3,0,0,Remote,IC2,0
0.9,78.0,50.6,1,0,Onsite,IC2,1
3.82,51.3,38.0,1,0,Hybrid,IC2,0
3.28,74.9,52.0,1,1,Onsite,IC2,0
1.26,79.9,64.1,1,0,Hybrid,IC3,0
1.22,78.2,54.8,0,0,Onsite,Manager,0
1.16,79.0,32.6,0,0,Remote,IC3,0
1.12,73.1,75.8,3,0,Remote,IC3,0
1.97,67.0,8.7,0,0,Onsite,IC1,0
4.26,59.5,50.0,0,0,Onsite,IC2,0
4.79,41.4,46.8,1,0,Hybrid,IC2,0
3.22,72.8,60.7,0,0,Remote,IC3,0
3.69,70.6,68.1,2,1,Hybrid,IC1,0
4.96,75.8,78.3,0,0,Onsite,IC3,0
0.38,49.3,45.2,0,0,Onsite,IC1,0
3.91,77.0,68.6,0,0,Hybrid,IC2,0
8.0,96.8,61.5,0,0,Remote,IC2,0
2.87,69.1,27.2,1,0,Hybrid,IC3,0
6.97,67.1,92.2,3,0,Hybrid,IC3,0
2.91,72.3,32.1,0,0,Hybrid,IC2,0
5.19,96.5,65.6,0,0,Hybrid,IC3,0
4.2,53.7,65.0,0,0,Onsite,IC3,0
1.14,70.8,63.0,2,0,Remote,IC2,0
1.42,56.8,49.1,0,1,Hybrid,IC3,0
8.98,60.3,72.9,1,1,Hybrid,IC1,0
6.01,67.3,29.9,1,0,Hybrid,IC2,0
3.07,86.9,56.8,0,1,Onsite,IC1,0
2.76,93.2,47.9,0,0,Hybrid,IC2,0
1.66,74.3,45.8,0,0,Hybrid,IC2,0
4.46,62.7,65.7,0,1,Remote,IC1,0
1.79,100.0,77.4,1,0,Hybrid,IC2,0
2.48,62.0,51.8,1,0,Remote,IC3,0
1.96,60.0,72.1,0,0,Remote,IC3,0
5.75,43.2,58.9,0,0,Hybrid,IC1,0
2.97,87.5,41.9,0,0,Hybrid,IC1,0
3.71,81.6,53.4,0,0,Onsite,IC2,0
1.16,100.0,52.6,0,0,Hybrid,IC3,0
1.95,48.5,45.5,3,0,Onsite,IC3,1
3.77,88.4,65.7,1,0,Hybrid,IC2,0
0.69,69.0,62.2,0,0,Hybrid,IC3,1
2.8,79.3,29.4,0,1,Onsite,IC2,0
3.3,44.9,28.3,1,0,Hybrid,Manager,0
1.02,88.6,65.6,0,0,Onsite,IC1,0
6.76,79.0,43.3,0,0,Hybrid,IC2,0
4.31,67.5,63.4,1,0,Remote,IC2,0
2.95,77.0,72.1,4,0,Hybrid,IC2,1
1.83,57.3,35.1,1,0,Remote,IC1,1
0.66,59.9,32.6,1,0,Remote,IC1,0
6.41,61.5,88.1,0,0,Remote,IC2,0
2.29,42.1,64.3,0,1,Remote,IC3,0
0.86,80.1,50.5,0,0,Hybrid,IC3,0
1.78,84.7,41.2,1,0,Onsite,IC1,0
4.64,58.2,48.8,2,0,Hybrid,IC3,0
3.99,72.9,36.6,0,0,Onsite,IC2,0
1.27,64.3,73.9,0,0,Hybrid,Manager,0
7.2,72.6,44.0,0,1,Remote,IC1,0
0.85,59.2,77.7,0,1,Remote,IC3,0
8.21,55.6,50.8,0,1,Onsite,Manager,0
3.86,82.7,39.2,0,0,Hybrid,IC3,0
2.44,67.1,50.3,1,0,Onsite,IC3,0
2.72,96.3,10.8,0,0,Hybrid,IC2,0
3.54,68.6,55.8,0,1,Hybrid,IC3,0
4.9,55.0,54.9,1,0,Onsite,IC2,0
0.53,85.2,72.8,0,0,Onsite,IC2,0
1.73,76.8,24.0,0,0,Remote,Manager,0
3.45,78.2,78.9,2,0,Onsite,IC2,0
7.38,84.7,72.8,1,1,Hybrid,IC2,0
7.19,58.9,80.5,1,0,Onsite,Manager,0
9.36,66.2,57.1,1,0,Hybrid,IC2,0
6.96,65.6,76.3,1,0,Hybrid,IC1,0
1.62,49.9,31.5,0,0,Hybrid,IC2,0
3.29,64.3,70.8,2,0,Onsite,IC3,0
6.99,86.7,44.1,1,0,Remote,IC3,0
6.53,71.3,28.3,0,0,Hybrid,IC1,0
2.83,49.2,37.8,1,0,Hybrid,IC3,0
4.81,46.2,58.1,0,1,Hybrid,IC2,0
2.28,91.3,43.2,1,0,Hybrid,IC3,0
0.77,66.7,64.8,0,0,Hybrid,IC3,0
3.04,58.9,25.5,0,0,Hybrid,Manager,0
2.89,64.2,19.7,1,0,Hybrid,IC2,0
2.19,47.3,82.7,0,0,Hybrid,IC2,1
4.92,87.9,74.3,1,0,Hybrid,IC2,0
2.76,62.5,39.1,0,0,Onsite,IC2,0
4.44,87.1,57.9,2,0,Hybrid,IC2,0
5.68,68.7,76.4,2,0,Remote,IC1,0
14.08,88.0,65.5,2,0,Hybrid,IC1,0
3.08,71.6,60.7,1,0,Remote,Manager,0
7.45,79.9,77.7,2,0,Remote,IC1,0
3.95,78.1,44.8,3,0,Onsite,IC2,0
4.12,76.7,58.6,0,0,Hybrid,IC3,0
3.11,72.9,57.7,1,1,Hybrid,IC1,0
3.69,64.7,53.1,1,0,Onsite,IC1,0
2.78,94.8,51.0,1,1,Remote,IC2,1
6.59,55.3,59.3,1,0,Remote,IC2,0
1.79,68.1,58.6,1,1,Remote,IC2,0
0.77,68.2,39.1,1,0,Remote,IC3,0
2.13,73.6,72.4,1,0,Hybrid,IC1,0
1.94,62.0,40.4,0,0,Onsite,IC1,0
2.13,72.4,54.1,0,0,Hybrid,IC1,0
2.98,65.6,52.7,0,1,Remote,IC2,0
2.13,45.9,64.4,2,0,Hybrid,IC2,0
2.95,68.1,19.9,0,0,Remote,Manager,0
2.14,52.6,74.0,0,0,Hybrid,IC1,0
4.51,43.7,45.8,1,0,Hybrid,IC2,1
13.99,69.9,80.0,0,0,Remote,IC2,0
3.89,74.8,49.4,0,1,Onsite,IC3,0
2.21,75.4,57.1,0,0,Onsite,IC3,0
0.21,75.9,92.4,0,0,Hybrid,IC1,0
11.06,40.9,53.0,0,0,Hybrid,IC3,0
4.05,48.9,80.3,1,1,Hybrid,IC2,0
2.93,95.6,58.7,0,0,Remote,IC3,0
0.23,53.3,65.5,1,0,Remote,IC1,1
3.05,76.6,59.3,2,1,Hybrid,IC3,0
3.67,58.4,73.3,2,0,Onsite,IC3,1
2.15,69.1,45.7,0,0,Hybrid,IC3,0
0.93,59.1,40.3,0,0,Hybrid,IC1,0
0.87,75.9,46.5,0,0,Hybrid,IC3,0
11.17,69.9,59.8,2,1,Hybrid,IC3,0
3.59,61.7,54.0,1,1,Remote,IC2,0
2.15,53.3,70.8,0,0,Hybrid,IC2,0
3.43,71.7,81.5,1,1,Onsite,IC1,0
3.25,51.0,40.4,2,0,Onsite,IC2,0
0.82,74.0,44.8,1,1,Onsite,IC3,0
6.3,100.0,32.1,1,0,Remote,IC2,0
2.87,86.9,94.5,0,0,Hybrid,IC3,0
3.63,78.1,63.5,0,0,Hybrid,IC3,0
8.79,66.8,66.6,0,0,Remote,IC3,0
0.96,40.9,33.9,0,0,Remote,IC3,0
1.71,49.5,58.0,1,0,Onsite,IC3,0
4.21,86.0,67.2,1,0,Hybrid,IC2,0
6.21,56.9,53.5,0,0,Hybrid,IC1,0
1.98,58.2,77.4,0,0,Remote,IC3,1
2.08,65.7,99.6,0,0,Hybrid,Manager,0
5.23,53.1,41.0,1,0,Remote,IC2,0
13.29,50.8,39.6,0,1,Remote,Manager,0
3.52,67.3,42.2,0,0,Hybrid,Manager,0
1.7,55.5,86.9,0,1,Hybrid,IC2,0
1.28,57.6,76.8,1,1,Onsite,IC3,0
2.97,57.1,55.6,0,0,Hybrid,IC3,1
6.01,75.3,58.7,1,0,Remote,IC1,0
17.12,64.8,43.3,1,0,Remote,IC1,0
2.59,65.5,74.0,0,1,Hybrid,IC2,0
3.52,76.4,51.2,2,0,Remote,IC3,0
9.96,66.0,53.3,2,1,Remote,IC2,0
4.16,64.1,69.0,1,1,Hybrid,IC3,0
3.91,74.6,54.6,1,0,Remote,IC3,0
8.71,77.4,53.8,2,0,Hybrid,IC3,0
3.59,65.9,58.2,0,0,Hybrid,IC2,0
1.38,69.1,72.3,0,0,Remote,IC2,0
7.55,57.1,87.6,2,1,Onsite,IC1,0
0.68,56.0,68.5,2,0,Hybrid,IC2,0
6.7,78.8,72.5,0,0,Hybrid,IC1,0
3.31,74.2,54.4,1,0,Remote,IC1,0
2.62,74.4,45.3,0,1,Hybrid,IC1,0
2.56,71.9,69.8,2,0,Hybrid,IC2,0
2.97,68.6,61.1,2,1,Hybrid,IC2,0
2.32,77.7,32.4,0,0,Hybrid,IC2,0
4.61,81.1,52.1,2,0,Onsite,IC3,0
2.38,80.8,56.5,1,1,Remote,IC2,0
3.33,66.6,48.8,2,0,Onsite,Manager,0
0.39,87.4,84.7,0,0,Onsite,IC3,0
3.31,71.2,66.6,0,0,Hybrid,IC1,0
2.28,76.9,82.7,3,0,Hybrid,Manager,0
6.37,71.9,62.7,1,0,Hybrid,IC3,0
2.7,71.5,59.5,0,0,Onsite,IC3,1
5.74,57.7,41.1,0,0,Hybrid,IC2,0
5.29,77.8,58.2,1,0,Hybrid,IC2,0
5.39,100.0,58.2,2,0,Remote,IC2,0
2.78,62.8,33.4,0,0,Onsite,IC3,1
3.48,69.0,48.3,2,0,Remote,IC2,0
4.52,61.8,52.2,2,1,Remote,IC1,0
3.57,61.2,65.4,1,0,Remote,IC1,0
2.71,89.6,66.3,0,0,Hybrid,IC1,0
1.51,58.6,47.5,1,0,Onsite,IC2,0
3.36,61.4,66.4,0,1,Onsite,IC2,0
0.77,45.8,54.7,0,1,Remote,Manager,0
0.35,57.4,6.3,0,1,Hybrid,IC1,0
1.2,44.1,49.3,0,1,Onsite,IC2,0
5.35,76.8,77.4,1,0,Hybrid,IC1,0
3.97,100.0,27.7,0,1,Remote,IC2,0
5.39,62.9,60.0,2,0,Hybrid,IC3,0
1.85,44.7,86.5,0,1,Hybrid,IC2,1
6.82,80.6,44.3,0,1,Onsite,Manager,0
0.87,57.8,58.0,0,1,Hybrid,Manager,0
1.24,86.2,34.5,0,0,Remote,IC3,0
6.74,64.1,87.3,2,1,Hybrid,IC3,0
3.76,59.2,56.5,1,0,Remote,IC2,0
5.41,65.5,58.8,0,0,Onsite,IC2,0
3.98,78.6,82.4,0,0,Hybrid,IC2,0
2.08,64.8,69.9,0,0,Remote,IC3,0
1.1,61.0,42.2,1,0,Hybrid,IC1,0
0.49,65.2,46.3,1,0,Remote,IC1,0
10.53,50.2,66.9,2,0,Remote,IC1,0
0.65,73.6,46.8,0,0,Hybrid,IC3,0
8.52,43.0,19.9,1,0,Onsite,IC3,0
3.6,61.8,57.0,0,0,Onsite,IC1,0
4.07,78.6,31.4,1,0,Hybrid,IC2,0
3.88,72.2,87.1,0,0,Remote,IC2,1
4.94,76.3,61.2,1,1,Hybrid,IC3,0
1.69,67.1,41.7,0,0,Hybrid,IC1,1
0.29,84.4,45.4,0,0,Remote,IC1,0
2.05,80.9,24.0,0,0,Onsite,IC3,0
4.65,74.2,38.2,0,0,Onsite,IC2,0
1.26,81.0,76.3,0,0,Remote,IC3,0
6.94,78.5,98.2,2,0,Onsite,IC2,1
3.01,61.8,71.1,0,0,Hybrid,Manager,0
1.14,49.2,56.3,1,0,Remote,IC2,1
3.73,73.9,50.2,0,0,Hybrid,IC2,0
4.59,75.6,40.8,1,0,Remote,Manager,0
4.83,83.3,95.1,3,1,Remote,IC1,1
6.74,54.9,54.6,0,0,Onsite,IC3,0
0.8,55.3,96.1,0,0,Hybrid,IC1,1
6.75,74.4,83.1,3,0,Remote,IC2,0
7.18,67.0,26.7,1,0,Hybrid,IC1,0
1.11,41.6,46.0,1,0,Onsite,IC2,0
1.34,73.3,46.0,0,0,Hybrid,IC3,0
5.6,42.1,56.6,0,0,Onsite,IC1,0
2.4,54.8,56.9,1,0,Onsite,IC1,0
7.91,86.9,100.0,0,0,Hybrid,IC2,0
9.43,93.5,38.6,0,0,Hybrid,IC2,0
1.14,51.0,62.1,0,0,Hybrid,IC2,0
1.66,63.4,69.1,1,1,Onsite,Manager,0
3.58,68.6,58.0,0,0,Hybrid,IC1,0
0.28,92.9,60.0,1,0,Remote,IC2,0
0.51,61.1,39.2,0,0,Remote,IC2,1
1.49,61.3,59.9,0,0,Hybrid,IC2,0
11.63,89.7,67.2,0,0,Onsite,IC2,0
4.01,62.8,63.9,0,0,Onsite,IC3,0
1.91,78.1,68.3,0,0,Hybrid,IC3,1
1.33,47.3,83.4,0,0,Remote,IC3,0
1.09,65.6,74.9,3,1,Remote,IC2,0
2.04,44.8,59.3,0,0,Onsite,IC3,0
1.94,53.2,36.9,2,1,Hybrid,Manager,0
2.76,79.7,47.2,0,0,Onsite,IC3,0
4.75,67.3,54.0,0,0,Remote,Manager,0
3.11,63.5,62.5,1,0,Hybrid,IC2,0
5.84,57.5,49.4,0,0,Onsite,Manager,0
2.6,64.9,41.2,2,1,Remote,IC3,0
9.91,72.2,36.6,0,0,Remote,IC3,0
5.74,81.8,28.3,2,0,Hybrid,IC3,0
3.93,31.2,53.8,1,0,Hybrid,Manager,0
4.76,56.4,31.5,1,1,Onsite,IC2,0
2.09,70.2,40.0,1,0,Onsite,IC3,0
2.72,66.6,50.9,0,1,Hybrid,IC3,0
2.64,73.6,34.0,0,1,Remote,IC3,0
1.72,71.7,64.8,0,0,Hybrid,IC3,1
0.91,63.7,71.3,0,1,Onsite,IC1,0
4.95,60.6,48.1,0,1,Hybrid,IC2,0
6.5,64.6,50.1,1,0,Onsite,IC2,0
4.45,84.1,67.7,1,0,Hybrid,IC3,0
3.1,57.8,45.1,2,0,Remote,IC3,0
12.94,67.1,43.9,1,0,Hybrid,IC3,0
1.89,70.6,79.5,0,0,Hybrid,IC3,0
4.03,89.8,73.9,0,0,Remote,IC2,0
7.15,63.8,68.8,0,0,Hybrid,IC1,0
1.21,81.4,74.7,0,0,Hybrid,IC3,0
5.22,85.2,22.4,0,0,Remote,Manager,0
10.35,67.1,82.4,0,0,Hybrid,IC3,0
3.31,65.0,65.1,3,0,Hybrid,Manager,0
3.76,63.4,76.2,0,0,Onsite,Manager,0
1.9,64.4,65.0,0,0,Hybrid,IC2,0
4.72,80.0,58.9,1,0,Onsite,IC3,0
1.68,71.2,53.0,0,0,Onsite,IC2,0
3.16,71.3,64.6,0,1,Hybrid,IC2,0
0.79,52.2,52.4,0,0,Remote,IC1,0
0.12,54.5,73.6,0,0,Onsite,IC2,0
2.25,98.0,29.4,0,0,Remote,IC1,0
2.21,65.5,48.3,0,0,Onsite,IC3,0
2.41,57.2,94.8,2,0,Hybrid,IC1,1
5.62,88.0,46.7,2,0,Hybrid,IC2,0
6.63,71.9,53.7,1,0,Hybrid,IC2,0
4.15,76.1,42.1,1,0,Hybrid,IC2,0
5.34,66.1,64.0,2,0,Onsite,IC3,0
1.73,63.5,44.7,0,0,Remote,IC2,0
1.37,65.6,54.7,0,0,Onsite,IC1,0
4.79,48.6,73.3,1,1,Remote,Manager,0
1.19,66.8,45.4,0,0,Onsite,IC3,0
1.07,72.1,72.2,1,1,Onsite,IC3,0
17.49,93.9,72.8,0,0,Hybrid,IC3,0
3.47,69.2,77.0,0,0,Remote,IC1,0
2.22,35.3,60.5,1,0,Onsite,IC3,0
2.01,66.7,100.0,0,0,Onsite,IC1,0
0.82,100.0,77.0,0,0,Hybrid,IC2,0
4.09,80.1,63.8,1,1,Hybrid,IC1,0
